Day	Experiment	Variant	Users	Buy	winner_variant
2021-08-02 11	 mclics/show-pads-search-list	5145	2	0.0	5146
2021-08-02 11	 mclics/show-pads-search-list	5146	152	2.0	5146
2021-08-02 11	 mshops/HideTransitionModal	6646	1	0.0	None
2021-08-02 11	 pdp/cpgShowOnlyAddToCart	6690	1	0.0	6690
2021-08-02 11	 pdp/viewItemPageMigrationDesktopHirableSRV	7174	1	0.0	7174
2021-08-02 11	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	93	1.0	None
2021-08-02 11	 pdp/viewItemPageMigrationReturns	5208	145	0.0	None
2021-08-02 11	 qadb/sa-on-vip	6695	11	0.0	6695
2021-08-02 11	 qadb/sa-on-vip	6696	6	0.0	6695
2021-08-02 11	 search/back-filters	5059	308	6.0	5059
2021-08-02 11	 search/best-seller-aa-testing-fail-fast-edition	4514	86	0.0	None
2021-08-02 11	 search/best-seller-aa-testing-fail-fast-edition	4515	65	0.0	None
2021-08-02 11	 search/best-seller-fail-fast-edition-MLA	4916	153	1.0	4916
2021-08-02 11	 search/checkOnBehavior	348	1	0.0	None
2021-08-02 11	 search/enable-map-layout	5929	8	0.0	5929
2021-08-02 11	 search/remove-ecn-tag	4954	164	3.0	4954
2021-08-02 11	 search/tendency-landing-enabled-MLA	6980	47	0.0	6980
2021-08-02 11	 search/ungroup-products	3273	73	0.0	3273
2021-08-02 11	 search/web-layout-default-res	6806	2	0.0	None
2021-08-02 11	 search/web-layout-default-res	6807	7	0.0	None
2021-08-02 11	 searchbackend/cbt-antiboost	6333	230	6.0	6333
2021-08-02 11	 searchbackend/item-reputation	3824	318	6.0	3824
2021-08-02 11	 searchbackend/official-store-orders-boost	4313	2	0.0	4314
2021-08-02 11	 searchbackend/official-store-orders-boost	4314	5	0.0	4314
2021-08-02 11	 searchbackend/recommended-products	6157	82	0.0	None
2021-08-02 11	 searchbackend/recommended-products	6158	115	1.0	None
2021-08-02 11	 searchbackend/seller-reputation-change	4552	73	0.0	4553
2021-08-02 11	 searchbackend/seller-reputation-change	4553	282	1.0	4553
2021-08-02 11	 vip/carousel-v2p-above-the-fold	6786	99	3.0	None
2021-08-02 11	 vip/carousel-v2p-above-the-fold	6787	81	0.0	None
2021-08-02 11	 vip/seller-with-tooltip	4692	209	3.0	4692
2021-08-02 11	 vip/shippingCalculatorMigrationModalExperiment	6551	184	1.0	None
2021-08-02 11	 vip/showV2V3BoxMessages	6430	170	3.0	None
2021-08-02 11	{buyingflow/user-track	6796	27	1.0	6796
2021-08-02 11	{cookiesConsentBanner	DEFAULT	24	0.0	DEFAULT
2021-08-02 11	{mshops/HideTransitionModal	6993	1	0.0	None
2021-08-02 11	{pdp/viewItemPageMigrationDesktopRES	5941	14	0.0	5941
2021-08-02 11	{qadb/sa-on-vip	6695	6	0.0	None
2021-08-02 11	{qadb/sa-on-vip	6696	8	1.0	None
2021-08-02 11	{search/remove-ecn-tag	4954	279	4.0	None
2021-08-02 11	{search/results-target-web-motors	7327	9	0.0	None
2021-08-02 11	{search/results-target-web-motors	7328	29	0.0	None
2021-08-02 11	{searchbackend/recommended-products	6157	80	0.0	None
2021-08-02 11	{searchbackend/recommended-products	6158	95	2.0	None
2021-08-02 11	{vip/showV2V3BoxMessages	6430	62	0.0	6430
2021-08-02 12	 buyingflow/address_hub	3574	10	0.0	3574
2021-08-02 12	 buyingflow/escWebMLA	2874	8	0.0	2874
2021-08-02 12	 cookiesConsentBanner	DEFAULT	379	7.0	DEFAULT
2021-08-02 12	 filters/sort-by-ranking	6971	99	2.0	None
2021-08-02 12	 filters/sort-by-ranking	6972	117	1.0	None
2021-08-02 12	 filters/sort-by-ranking	7057	113	1.0	None
2021-08-02 12	 frontend/assetsCdnDomainMLA	DEFAULT	259	4.0	DEFAULT
2021-08-02 12	 frontend/assetsCdnDomainMLU	DEFAULT	258	5.0	DEFAULT
2021-08-02 12	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	125	0.0	3809
2021-08-02 12	 mclics/search-list-algorithms	5528	135	2.0	5528
2021-08-02 12	 mclics/search-pads-none-desktop-mla	3478	123	2.0	3478
2021-08-02 12	 mclics/show-pads-global	5175	2	0.0	5176
2021-08-02 12	 mclics/show-pads-global	5176	128	1.0	5176
2021-08-02 12	 mclics/show-pads-search-list	5146	111	3.0	5146
2021-08-02 12	 pdp/cpgShowOnlyAddToCart	6690	1	0.0	6690
2021-08-02 12	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	75	1.0	None
2021-08-02 12	 pdp/viewItemPageMigrationReturns	5208	148	1.0	None
2021-08-02 12	 qadb/sa-on-vip	6695	7	0.0	6695
2021-08-02 12	 qadb/sa-on-vip	6696	13	0.0	6695
2021-08-02 12	 search/back-filters	5059	271	4.0	5059
2021-08-02 12	 search/best-seller-aa-testing-fail-fast-edition	4514	70	1.0	None
2021-08-02 12	 search/best-seller-aa-testing-fail-fast-edition	4515	72	0.0	None
2021-08-02 12	 search/best-seller-fail-fast-edition-MLA	4916	131	1.0	4916
2021-08-02 12	 search/enable-map-layout	5929	11	0.0	5929
2021-08-02 12	 search/remove-ecn-tag	4954	131	2.0	4954
2021-08-02 12	 search/tendency-landing-enabled-MLA	6980	36	0.0	6980
2021-08-02 12	 search/ungroup-products	3273	74	1.0	3273
2021-08-02 12	 search/web-layout-default-res	6806	5	0.0	None
2021-08-02 12	 search/web-layout-default-res	6807	5	1.0	None
2021-08-02 12	 searchbackend/cbt-antiboost	6333	219	4.0	6333
2021-08-02 12	 searchbackend/item-reputation	3824	252	3.0	3824
2021-08-02 12	 searchbackend/official-store-orders-boost	4313	6	0.0	4314
2021-08-02 12	 searchbackend/official-store-orders-boost	4314	4	0.0	4314
2021-08-02 12	 searchbackend/recommended-products	6157	64	2.0	None
2021-08-02 12	 searchbackend/recommended-products	6158	103	0.0	None
2021-08-02 12	 searchbackend/seller-reputation-change	4552	59	0.0	4553
2021-08-02 12	 searchbackend/seller-reputation-change	4553	222	1.0	4553
2021-08-02 12	 vip/carousel-v2p-above-the-fold	6786	90	0.0	None
2021-08-02 12	 vip/carousel-v2p-above-the-fold	6787	68	0.0	None
2021-08-02 12	 vip/seller-with-tooltip	4692	180	0.0	4692
2021-08-02 12	 vip/shippingCalculatorMigrationModalExperiment	6551	167	3.0	None
2021-08-02 12	 vip/showV2V3BoxMessages	6430	146	1.0	None
2021-08-02 12	{buyingflow/user-track	6796	18	0.0	6796
2021-08-02 12	{cookiesConsentBanner	DEFAULT	20	0.0	DEFAULT
2021-08-02 12	{pdp/viewItemPageMigrationDesktopRES	5941	13	1.0	5941
2021-08-02 12	{qadb/sa-on-vip	6695	5	0.0	None
2021-08-02 12	{qadb/sa-on-vip	6696	7	0.0	None
2021-08-02 12	{search/remove-ecn-tag	4954	242	3.0	None
2021-08-02 12	{search/results-target-web-motors	7327	7	0.0	None
2021-08-02 12	{search/results-target-web-motors	7328	25	1.0	None
2021-08-02 12	{searchbackend/recommended-products	6157	85	0.0	None
2021-08-02 12	{searchbackend/recommended-products	6158	102	0.0	None
2021-08-02 12	{vip/showV2V3BoxMessages	6430	54	2.0	6430
2021-08-02 13	 buyingflow/address_hub	3574	16	1.0	3574
2021-08-02 13	 buyingflow/escWebMLA	2874	4	0.0	2874
2021-08-02 13	 cookiesConsentBanner	DEFAULT	404	6.0	DEFAULT
2021-08-02 13	 filters/sort-by-ranking	6971	111	0.0	None
2021-08-02 13	 filters/sort-by-ranking	6972	116	2.0	None
2021-08-02 13	 filters/sort-by-ranking	7057	126	4.0	None
2021-08-02 13	 frontend/assetsCdnDomainMLA	DEFAULT	307	3.0	DEFAULT
2021-08-02 13	 frontend/assetsCdnDomainMLU	DEFAULT	303	4.0	DEFAULT
2021-08-02 13	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	127	0.0	3809
2021-08-02 13	 mclics/search-list-algorithms	5528	121	1.0	5528
2021-08-02 13	 mclics/search-pads-none-desktop-mla	3478	121	1.0	3478
2021-08-02 13	 mclics/search-pads-none-desktop-mla	3479	4	0.0	3478
2021-08-02 13	 mclics/show-pads-global	5175	1	0.0	5176
2021-08-02 13	 mclics/show-pads-global	5176	126	0.0	5176
2021-08-02 13	 mclics/show-pads-search-list	5145	3	0.0	5146
2021-08-02 13	 mclics/show-pads-search-list	5146	124	0.0	5146
2021-08-02 13	 mshops/HideTransitionModal	6993	1	0.0	None
2021-08-02 13	 mshops/HideTransitionModal	DEFAULT	2	0.0	None
2021-08-02 13	 pdp/viewItemPageMigrationDesktopHirableSRV	7174	1	0.0	7174
2021-08-02 13	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	67	0.0	None
2021-08-02 13	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	DEFAULT	1	0.0	None
2021-08-02 13	 pdp/viewItemPageMigrationReturns	5208	129	1.0	None
2021-08-02 13	 pdp/viewItemPageMigrationReturns	DEFAULT	1	0.0	None
2021-08-02 13	 qadb/sa-on-vip	6695	13	0.0	6695
2021-08-02 13	 qadb/sa-on-vip	6696	7	0.0	6695
2021-08-02 13	 search/back-filters	5059	310	5.0	5059
2021-08-02 13	 search/best-seller-aa-testing-fail-fast-edition	4514	82	0.0	None
2021-08-02 13	 search/best-seller-aa-testing-fail-fast-edition	4515	58	0.0	None
2021-08-02 13	 search/best-seller-fail-fast-edition-MLA	4916	135	0.0	4916
2021-08-02 13	 search/enable-map-layout	5929	5	0.0	5929
2021-08-02 13	 search/remove-ecn-tag	4954	136	2.0	4954
2021-08-02 13	 search/tendency-landing-enabled-MLA	6980	26	1.0	6980
2021-08-02 13	 search/ungroup-products	3273	64	1.0	3273
2021-08-02 13	 search/web-layout-default-res	6806	2	0.0	None
2021-08-02 13	 search/web-layout-default-res	6807	3	0.0	None
2021-08-02 13	 searchbackend/cbt-antiboost	6333	241	5.0	6333
2021-08-02 13	 searchbackend/item-reputation	3824	311	4.0	3824
2021-08-02 13	 searchbackend/official-store-orders-boost	4313	2	0.0	4314
2021-08-02 13	 searchbackend/official-store-orders-boost	4314	2	0.0	4314
2021-08-02 13	 searchbackend/recommended-products	6157	79	0.0	None
2021-08-02 13	 searchbackend/recommended-products	6158	99	0.0	None
2021-08-02 13	 searchbackend/seller-reputation-change	4552	59	0.0	4553
2021-08-02 13	 searchbackend/seller-reputation-change	4553	251	1.0	4553
2021-08-02 13	 vip/carousel-v2p-above-the-fold	6786	77	0.0	None
2021-08-02 13	 vip/carousel-v2p-above-the-fold	6787	72	1.0	None
2021-08-02 13	 vip/carousel-v2p-above-the-fold	DEFAULT	2	0.0	None
2021-08-02 13	 vip/seller-with-tooltip	4692	173	1.0	4692
2021-08-02 13	 vip/shippingCalculatorMigrationModalExperiment	6551	162	3.0	None
2021-08-02 13	 vip/shippingCalculatorMigrationModalExperiment	DEFAULT	2	0.0	None
2021-08-02 13	 vip/showV2V3BoxMessages	6430	146	3.0	None
2021-08-02 13	 vip/showV2V3BoxMessages	DEFAULT	2	1.0	None
2021-08-02 13	{buyingflow/user-track	6796	15	1.0	6796
2021-08-02 13	{cookiesConsentBanner	DEFAULT	30	0.0	DEFAULT
2021-08-02 13	{pdp/viewItemPageMigrationDesktopRES	5941	7	2.0	5941
2021-08-02 13	{qadb/sa-on-vip	6695	4	0.0	None
2021-08-02 13	{qadb/sa-on-vip	6696	7	0.0	None
2021-08-02 13	{search/remove-ecn-tag	4954	245	3.0	None
2021-08-02 13	{search/remove-ecn-tag	DEFAULT	2	0.0	None
2021-08-02 13	{search/results-target-web-motors	7327	11	0.0	None
2021-08-02 13	{search/results-target-web-motors	7328	32	0.0	None
2021-08-02 13	{searchbackend/recommended-products	6157	84	2.0	None
2021-08-02 13	{searchbackend/recommended-products	6158	104	1.0	None
2021-08-02 13	{vip/showV2V3BoxMessages	6430	55	0.0	6430
2021-08-02 14	 buyingflow/address_hub	3574	10	0.0	3574
2021-08-02 14	 buyingflow/escWebMLA	2874	6	0.0	2874
2021-08-02 14	 cookiesConsentBanner	DEFAULT	418	7.0	DEFAULT
2021-08-02 14	 filters/sort-by-ranking	6971	111	0.0	None
2021-08-02 14	 filters/sort-by-ranking	6972	127	2.0	None
2021-08-02 14	 filters/sort-by-ranking	7057	121	0.0	None
2021-08-02 14	 frontend/assetsCdnDomainMLA	DEFAULT	316	5.0	DEFAULT
2021-08-02 14	 frontend/assetsCdnDomainMLU	DEFAULT	312	5.0	DEFAULT
2021-08-02 14	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	130	0.0	3809
2021-08-02 14	 mclics/search-list-algorithms	5528	131	1.0	5528
2021-08-02 14	 mclics/search-pads-none-desktop-mla	3478	118	1.0	3478
2021-08-02 14	 mclics/search-pads-none-desktop-mla	3479	3	0.0	3478
2021-08-02 14	 mclics/show-pads-global	5175	6	0.0	5176
2021-08-02 14	 mclics/show-pads-global	5176	147	2.0	5176
2021-08-02 14	 mclics/show-pads-search-list	5145	5	0.0	5146
2021-08-02 14	 mclics/show-pads-search-list	5146	122	0.0	5146
2021-08-02 14	 mshops/HideTransitionModal	6646	3	0.0	None
2021-08-02 14	 pdp/viewItemPageMigrationDesktopHirableSRV	7174	2	0.0	7174
2021-08-02 14	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	102	1.0	None
2021-08-02 14	 pdp/viewItemPageMigrationReturns	5208	163	1.0	None
2021-08-02 14	 pdp/viewItemPageMigrationReturns	DEFAULT	1	0.0	None
2021-08-02 14	 qadb/sa-on-vip	6695	24	0.0	6695
2021-08-02 14	 qadb/sa-on-vip	6696	9	0.0	6695
2021-08-02 14	 search/back-filters	5059	291	3.0	5059
2021-08-02 14	 search/best-seller-aa-testing-fail-fast-edition	4514	94	1.0	None
2021-08-02 14	 search/best-seller-aa-testing-fail-fast-edition	4515	68	1.0	None
2021-08-02 14	 search/best-seller-fail-fast-edition-MLA	4916	167	2.0	4916
2021-08-02 14	 search/enable-map-layout	5929	5	0.0	5929
2021-08-02 14	 search/remove-ecn-tag	4954	154	1.0	4954
2021-08-02 14	 search/tendency-landing-enabled-MLA	6980	53	1.0	6980
2021-08-02 14	 search/ungroup-products	3273	89	1.0	3273
2021-08-02 14	 search/web-layout-default-res	6806	2	0.0	None
2021-08-02 14	 search/web-layout-default-res	6807	3	0.0	None
2021-08-02 14	 searchbackend/cbt-antiboost	6333	243	4.0	6333
2021-08-02 14	 searchbackend/item-reputation	3824	309	0.0	3824
2021-08-02 14	 searchbackend/official-store-orders-boost	4313	2	0.0	4314
2021-08-02 14	 searchbackend/official-store-orders-boost	4314	2	0.0	4314
2021-08-02 14	 searchbackend/recommended-products	6157	80	0.0	None
2021-08-02 14	 searchbackend/recommended-products	6158	100	0.0	None
2021-08-02 14	 searchbackend/seller-reputation-change	4552	56	2.0	4553
2021-08-02 14	 searchbackend/seller-reputation-change	4553	273	2.0	4553
2021-08-02 14	 vip/carousel-v2p-above-the-fold	6786	94	1.0	None
2021-08-02 14	 vip/carousel-v2p-above-the-fold	6787	93	2.0	None
2021-08-02 14	 vip/seller-with-tooltip	4692	216	2.0	4692
2021-08-02 14	 vip/shippingCalculatorMigrationModalExperiment	6551	206	1.0	None
2021-08-02 14	 vip/showV2V3BoxMessages	6430	184	0.0	None
2021-08-02 14	{buyingflow/user-track	6796	18	0.0	6796
2021-08-02 14	{cookiesConsentBanner	DEFAULT	26	0.0	DEFAULT
2021-08-02 14	{mshops/HideTransitionModal	6993	1	0.0	None
2021-08-02 14	{pdp/viewItemPageMigrationDesktopRES	5941	5	0.0	5941
2021-08-02 14	{qadb/sa-on-vip	6695	4	0.0	None
2021-08-02 14	{qadb/sa-on-vip	6696	8	0.0	None
2021-08-02 14	{search/remove-ecn-tag	4954	273	3.0	None
2021-08-02 14	{search/results-target-web-motors	7327	4	0.0	None
2021-08-02 14	{search/results-target-web-motors	7328	29	1.0	None
2021-08-02 14	{searchbackend/recommended-products	6157	102	2.0	None
2021-08-02 14	{searchbackend/recommended-products	6158	100	1.0	None
2021-08-02 14	{vip/showV2V3BoxMessages	6430	78	1.0	6430
2021-08-02 15	 buyingflow/address_hub	3574	7	0.0	3574
2021-08-02 15	 buyingflow/escWebMLA	2874	7	1.0	2874
2021-08-02 15	 cookiesConsentBanner	DEFAULT	435	3.0	DEFAULT
2021-08-02 15	 filters/sort-by-ranking	6971	128	2.0	None
2021-08-02 15	 filters/sort-by-ranking	6972	130	2.0	None
2021-08-02 15	 filters/sort-by-ranking	7057	121	0.0	None
2021-08-02 15	 frontend/assetsCdnDomainMLA	DEFAULT	320	7.0	DEFAULT
2021-08-02 15	 frontend/assetsCdnDomainMLU	DEFAULT	313	1.0	DEFAULT
2021-08-02 15	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	133	0.0	3809
2021-08-02 15	 mclics/search-list-algorithms	5528	134	1.0	5528
2021-08-02 15	 mclics/search-pads-none-desktop-mla	3478	120	3.0	3478
2021-08-02 15	 mclics/search-pads-none-desktop-mla	3479	3	1.0	3478
2021-08-02 15	 mclics/show-pads-global	5175	1	0.0	5176
2021-08-02 15	 mclics/show-pads-global	5176	124	2.0	5176
2021-08-02 15	 mclics/show-pads-search-list	5145	6	0.0	5146
2021-08-02 15	 mclics/show-pads-search-list	5146	132	5.0	5146
2021-08-02 15	 mshops/HideTransitionModal	6646	1	0.0	None
2021-08-02 15	 pdp/cpgShowOnlyAddToCart	6690	1	0.0	6690
2021-08-02 15	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	95	1.0	None
2021-08-02 15	 pdp/viewItemPageMigrationReturns	5208	162	2.0	None
2021-08-02 15	 qadb/sa-on-vip	6695	18	0.0	6695
2021-08-02 15	 qadb/sa-on-vip	6696	11	0.0	6695
2021-08-02 15	 search/back-filters	5059	320	6.0	5059
2021-08-02 15	 search/best-seller-aa-testing-fail-fast-edition	4514	87	0.0	None
2021-08-02 15	 search/best-seller-aa-testing-fail-fast-edition	4515	81	0.0	None
2021-08-02 15	 search/best-seller-fail-fast-edition-MLA	4916	151	2.0	4916
2021-08-02 15	 search/checkOnBehavior	348	2	0.0	None
2021-08-02 15	 search/enable-map-layout	5929	4	0.0	5929
2021-08-02 15	 search/remove-ecn-tag	4954	142	3.0	4954
2021-08-02 15	 search/results-target-web-motors	7328	1	0.0	7328
2021-08-02 15	 search/tendency-landing-enabled-MLA	6980	45	1.0	6980
2021-08-02 15	 search/ungroup-products	3273	91	0.0	3273
2021-08-02 15	 search/web-layout-default-res	6806	3	0.0	None
2021-08-02 15	 search/web-layout-default-res	6807	1	0.0	None
2021-08-02 15	 searchbackend/cbt-antiboost	6333	258	1.0	6333
2021-08-02 15	 searchbackend/item-reputation	3824	305	4.0	3824
2021-08-02 15	 searchbackend/official-store-orders-boost	4313	7	0.0	4314
2021-08-02 15	 searchbackend/official-store-orders-boost	4314	5	0.0	4314
2021-08-02 15	 searchbackend/recommended-products	6157	87	0.0	None
2021-08-02 15	 searchbackend/recommended-products	6158	104	1.0	None
2021-08-02 15	 searchbackend/seller-reputation-change	4552	51	0.0	4553
2021-08-02 15	 searchbackend/seller-reputation-change	4553	283	3.0	4553
2021-08-02 15	 vip/carousel-v2p-above-the-fold	6786	92	1.0	None
2021-08-02 15	 vip/carousel-v2p-above-the-fold	6787	106	1.0	None
2021-08-02 15	 vip/seller-with-tooltip	4692	208	1.0	4692
2021-08-02 15	 vip/shippingCalculatorMigrationModalExperiment	6551	190	3.0	None
2021-08-02 15	 vip/showV2V3BoxMessages	6430	173	0.0	None
2021-08-02 15	{buyingflow/user-track	6796	15	0.0	6796
2021-08-02 15	{cookiesConsentBanner	DEFAULT	27	0.0	DEFAULT
2021-08-02 15	{pdp/viewItemPageMigrationDesktopRES	5941	7	0.0	5941
2021-08-02 15	{qadb/sa-on-vip	6695	9	0.0	None
2021-08-02 15	{qadb/sa-on-vip	6696	8	0.0	None
2021-08-02 15	{search/remove-ecn-tag	4954	267	2.0	None
2021-08-02 15	{search/results-target-web-motors	7327	15	0.0	None
2021-08-02 15	{search/results-target-web-motors	7328	31	0.0	None
2021-08-02 15	{searchbackend/recommended-products	6157	86	1.0	None
2021-08-02 15	{searchbackend/recommended-products	6158	102	0.0	None
2021-08-02 15	{vip/showV2V3BoxMessages	6430	55	0.0	6430
2021-08-02 16	 buyingflow/address_hub	3574	12	0.0	3574
2021-08-02 16	 buyingflow/escWebMLA	2874	7	0.0	2874
2021-08-02 16	 buyingflow/secure_card	4612	1	0.0	4612
2021-08-02 16	 cookiesConsentBanner	DEFAULT	383	5.0	DEFAULT
2021-08-02 16	 filters/sort-by-ranking	6971	94	1.0	None
2021-08-02 16	 filters/sort-by-ranking	6972	143	0.0	None
2021-08-02 16	 filters/sort-by-ranking	7057	93	1.0	None
2021-08-02 16	 frontend/assetsCdnDomainMLA	DEFAULT	278	3.0	DEFAULT
2021-08-02 16	 frontend/assetsCdnDomainMLU	DEFAULT	266	1.0	DEFAULT
2021-08-02 16	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	113	4.0	3809
2021-08-02 16	 mclics/search-list-algorithms	5528	109	1.0	5528
2021-08-02 16	 mclics/search-pads-none-desktop-mla	3478	115	1.0	3478
2021-08-02 16	 mclics/search-pads-none-desktop-mla	3479	2	0.0	3478
2021-08-02 16	 mclics/show-pads-global	5176	115	1.0	5176
2021-08-02 16	 mclics/show-pads-search-list	5145	2	0.0	5146
2021-08-02 16	 mclics/show-pads-search-list	5146	118	0.0	5146
2021-08-02 16	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	95	0.0	None
2021-08-02 16	 pdp/viewItemPageMigrationReturns	5208	164	0.0	None
2021-08-02 16	 qadb/sa-on-vip	6695	20	0.0	6695
2021-08-02 16	 qadb/sa-on-vip	6696	13	0.0	6695
2021-08-02 16	 search/back-filters	5059	272	2.0	5059
2021-08-02 16	 search/best-seller-aa-testing-fail-fast-edition	4514	84	0.0	None
2021-08-02 16	 search/best-seller-aa-testing-fail-fast-edition	4515	59	0.0	None
2021-08-02 16	 search/best-seller-fail-fast-edition-MLA	4916	150	1.0	4916
2021-08-02 16	 search/checkOnBehavior	348	3	0.0	None
2021-08-02 16	 search/checkOnBehavior	349	6	0.0	None
2021-08-02 16	 search/enable-map-layout	5929	5	0.0	5929
2021-08-02 16	 search/remove-ecn-tag	4954	144	0.0	4954
2021-08-02 16	 search/tendency-landing-enabled-MLA	6980	43	0.0	6980
2021-08-02 16	 search/ungroup-products	3273	82	0.0	3273
2021-08-02 16	 search/web-layout-default-res	6806	3	0.0	None
2021-08-02 16	 search/web-layout-default-res	6807	2	0.0	None
2021-08-02 16	 searchbackend/cbt-antiboost	6333	226	1.0	6333
2021-08-02 16	 searchbackend/item-reputation	3824	254	6.0	3824
2021-08-02 16	 searchbackend/official-store-orders-boost	4313	1	0.0	4314
2021-08-02 16	 searchbackend/official-store-orders-boost	4314	12	0.0	4314
2021-08-02 16	 searchbackend/recommended-products	6157	83	0.0	None
2021-08-02 16	 searchbackend/recommended-products	6158	99	0.0	None
2021-08-02 16	 searchbackend/seller-reputation-change	4552	69	0.0	4553
2021-08-02 16	 searchbackend/seller-reputation-change	4553	233	0.0	4553
2021-08-02 16	 splinter/official-stores	4926	1	0.0	4926
2021-08-02 16	 vip/carousel-v2p-above-the-fold	6786	102	0.0	None
2021-08-02 16	 vip/carousel-v2p-above-the-fold	6787	92	2.0	None
2021-08-02 16	 vip/seller-with-tooltip	4692	206	0.0	4692
2021-08-02 16	 vip/shippingCalculatorMigrationModalExperiment	6551	202	0.0	None
2021-08-02 16	 vip/showV2V3BoxMessages	6430	187	2.0	None
2021-08-02 16	{buyingflow/user-track	6796	16	1.0	6796
2021-08-02 16	{cookiesConsentBanner	DEFAULT	15	1.0	DEFAULT
2021-08-02 16	{pdp/viewItemPageMigrationDesktopRES	5941	6	0.0	5941
2021-08-02 16	{qadb/sa-on-vip	6695	6	0.0	None
2021-08-02 16	{qadb/sa-on-vip	6696	11	0.0	None
2021-08-02 16	{search/remove-ecn-tag	4954	280	1.0	None
2021-08-02 16	{search/results-target-web-motors	7327	6	1.0	None
2021-08-02 16	{search/results-target-web-motors	7328	14	0.0	None
2021-08-02 16	{searchbackend/recommended-products	6157	98	1.0	None
2021-08-02 16	{searchbackend/recommended-products	6158	64	0.0	None
2021-08-02 16	{vip/showV2V3BoxMessages	6430	52	0.0	6430
2021-08-02 17	 buyingflow/address_hub	3574	11	0.0	3574
2021-08-02 17	 buyingflow/escWebMLA	2874	4	0.0	2874
2021-08-02 17	 cookiesConsentBanner	DEFAULT	364	6.0	DEFAULT
2021-08-02 17	 filters/sort-by-ranking	6971	85	0.0	None
2021-08-02 17	 filters/sort-by-ranking	6972	102	0.0	None
2021-08-02 17	 filters/sort-by-ranking	7057	110	2.0	None
2021-08-02 17	 frontend/assetsCdnDomainMLA	DEFAULT	255	4.0	DEFAULT
2021-08-02 17	 frontend/assetsCdnDomainMLU	DEFAULT	248	7.0	DEFAULT
2021-08-02 17	 mclics/ads-adsearch-boost-incremental-desktop-mla	3809	119	2.0	3809
2021-08-02 17	 mclics/search-list-algorithms	5528	107	3.0	5528
2021-08-02 17	 mclics/search-pads-none-desktop-mla	3478	122	0.0	3478
2021-08-02 17	 mclics/search-pads-none-desktop-mla	3479	6	0.0	3478
2021-08-02 17	 mclics/show-pads-global	5175	1	0.0	5176
2021-08-02 17	 mclics/show-pads-global	5176	124	2.0	5176
2021-08-02 17	 mclics/show-pads-search-list	5145	5	0.0	5146
2021-08-02 17	 mclics/show-pads-search-list	5146	115	1.0	5146
2021-08-02 17	 pdp/viewItemPageMigrationDesktopHirableSRV	7174	1	0.0	7174
2021-08-02 17	 pdp/viewItemPageMigrationDesktopQuotableSRV	7179	1	0.0	7179
2021-08-02 17	 pdp/viewItemPageMigrationDesktopReviewsNoTabs	4856	82	4.0	None
2021-08-02 17	 pdp/viewItemPageMigrationReturns	5208	115	1.0	None
2021-08-02 17	 qadb/sa-on-vip	6695	10	1.0	6695
2021-08-02 17	 qadb/sa-on-vip	6696	3	0.0	6695
2021-08-02 17	 search/back-filters	5059	250	4.0	5059
2021-08-02 17	 search/best-seller-aa-testing-fail-fast-edition	4514	75	0.0	None
2021-08-02 17	 search/best-seller-aa-testing-fail-fast-edition	4515	56	1.0	None
2021-08-02 17	 search/best-seller-fail-fast-edition-MLA	4916	127	1.0	4916
2021-08-02 17	 search/checkOnBehavior	348	1	0.0	None
2021-08-02 17	 search/checkOnBehavior	349	1	0.0	None
2021-08-02 17	 search/enable-map-layout	5929	4	0.0	5929
2021-08-02 17	 search/remove-ecn-tag	4954	137	2.0	4954
2021-08-02 17	 search/tendency-landing-enabled-MLA	6980	39	1.0	6980
2021-08-02 17	 search/ungroup-products	3273	60	0.0	3273
2021-08-02 17	 search/web-layout-default-res	6806	2	0.0	None
2021-08-02 17	 search/web-layout-default-res	6807	3	0.0	None
2021-08-02 17	 searchbackend/cbt-antiboost	6333	218	4.0	6333
2021-08-02 17	 searchbackend/item-reputation	3824	256	1.0	3824
2021-08-02 17	 searchbackend/official-store-orders-boost	4313	2	0.0	4314
2021-08-02 17	 searchbackend/official-store-orders-boost	4314	8	0.0	4314
2021-08-02 17	 searchbackend/recommended-products	6157	79	0.0	None
2021-08-02 17	 searchbackend/recommended-products	6158	76	1.0	None
2021-08-02 17	 searchbackend/seller-reputation-change	4552	64	0.0	4553
2021-08-02 17	 searchbackend/seller-reputation-change	4553	225	2.0	4553
2021-08-02 17	 vip/carousel-v2p-above-the-fold	6786	70	2.0	None
2021-08-02 17	 vip/carousel-v2p-above-the-fold	6787	88	1.0	None
2021-08-02 17	 vip/seller-with-tooltip	4692	176	1.0	4692
2021-08-02 17	 vip/shippingCalculatorMigrationModalExperiment	6551	156	2.0	None
